N,P,K,temperature,humidity,ph,rainfall,label
98.98,13.8,43.7,22.99,82.83,6.61,43.63,watermelon
42.03,66.14,21.55,29.87,58.75,7.02,78.49,blackgram
102.67,80.26,44.97,25.52,79.14,4.92,96.58,banana
75.95,45.68,44.62,25.9,78.33,6.66,169.26,jute
95.62,24.26,22.55,25.14,55.16,6.99,133.29,coffee
22.43,9.61,22.59,28.64,92.91,5.6,197.88,coconut
121.33,53.6,19.41,24.29,80.07,7.43,76.31,cotton
17.09,46.87,46.56,30.39,46.71,3.72,54.72,mothbeans
49.37,72.4,76.76,20.56,16.2,7.26,84.85,chickpea
22.63,46.65,15.25,30.12,84.23,6.32,46.58,mungbean
45.21,54.1,49.31,36.34,91.99,6.57,123.12,papaya
16.69,34.91,45.73,29.59,52.39,3.36,48.73,mothbeans
110.91,45.24,20.03,22.02,78.34,6.93,80.47,cotton
23.38,46.97,24.71,25.25,87.56,7.16,51.36,mungbean
95.7,16.41,56.5,29.74,92.45,6.03,20.2,muskmelon
80.97,86.02,55.91,23.83,80.71,6.14,104.12,banana
22.37,130.95,196.51,24.54,94.59,5.72,107.43,apple
92.36,48.78,38.76,23.97,83.94,6.41,180.7,rice
99.91,14.14,52.53,27.92,91.0,6.63,18.75,muskmelon
78.53,38.64,26.52,22.95,81.31,6.21,236.98,rice
17.74,44.64,22.87,27.68,84.07,7.1,41.15,mungbean
91.31,17.13,53.16,22.7,88.31,6.39,60.06,watermelon
122.11,50.97,18.49,25.95,71.85,6.58,81.64,cotton
39.73,68.43,81.61,19.29,17.67,7.03,78.03,chickpea
81.59,15.63,58.32,24.05,83.53,6.42,41.03,watermelon
18.98,66.37,21.31,19.17,12.12,5.63,56.49,kidneybeans
112.46,14.14,55.39,24.83,84.61,6.04,47.72,watermelon
20.89,13.85,29.82,22.33,94.86,5.86,168.95,coconut
19.21,63.17,16.61,24.21,52.43,7.4,48.53,lentil
22.05,122.51,202.26,22.3,83.0,6.66,61.13,grapes
19.36,13.59,9.89,21.58,91.68,6.79,102.33,orange
82.25,45.19,22.53,23.95,68.11,6.03,52.73,maize
82.14,36.54,44.5,23.31,84.44,6.19,183.42,rice
88.77,45.41,20.9,21.97,70.94,7.26,54.69,maize
38.89,65.62,80.54,19.63,18.58,6.83,78.33,chickpea
84.14,37.99,41.12,23.01,82.29,5.77,200.49,rice
12.83,43.09,44.38,27.2,47.08,3.38,52.15,mothbeans
83.46,41.56,55.39,24.12,81.62,5.71,167.87,rice
96.74,21.01,54.88,25.74,80.48,6.49,45.28,watermelon
23.19,12.61,35.05,29.86,92.55,5.96,186.56,coconut
77.09,51.54,23.83,20.43,58.34,5.95,65.08,maize
80.69,51.21,25.32,22.39,68.55,6.47,74.4,maize
19.31,62.05,21.04,22.14,58.33,6.8,40.31,lentil
38.28,65.13,15.08,26.09,62.66,7.06,54.52,blackgram
85.17,40.38,17.76,22.75,72.83,6.48,54.45,maize
81.74,50.38,44.36,22.67,85.6,5.88,159.24,rice
77.11,43.39,35.33,27.39,85.86,7.06,183.86,jute
26.45,14.24,30.31,27.37,95.24,5.9,178.42,coconut
16.46,45.91,51.52,29.17,50.94,3.58,48.07,mothbeans
18.56,16.32,32.99,24.36,100.0,5.91,177.56,coconut
17.87,15.81,39.05,22.36,87.56,6.26,128.67,pomegranate
84.06,44.56,29.01,23.96,63.38,5.75,82.91,maize
34.73,61.66,83.75,21.42,15.69,6.95,80.7,chickpea
92.02,15.61,44.51,24.1,83.78,6.53,37.08,watermelon
21.96,65.21,19.44,29.48,38.45,6.1,151.09,pigeonpeas
102.76,13.25,57.17,21.28,82.95,6.47,53.3,watermelon
17.04,60.07,22.42,22.33,63.71,7.03,46.6,lentil
92.11,15.65,39.99,26.7,90.06,6.49,21.63,muskmelon
87.63,43.61,34.35,22.48,83.47,5.63,214.26,rice
88.83,26.57,28.2,26.49,47.65,6.71,162.71,coffee
20.12,78.42,15.98,23.32,65.16,7.14,40.52,lentil
34.35,68.37,10.7,29.82,66.08,7.24,77.74,blackgram
103.77,12.89,58.82,26.45,91.55,6.4,22.17,muskmelon
77.77,53.52,20.46,22.3,63.18,6.48,63.08,maize
16.15,65.97,22.44,28.31,45.07,5.77,160.72,pigeonpeas
80.6,43.76,31.65,23.54,80.01,6.17,184.73,rice
17.24,46.02,48.83,24.77,54.5,3.78,46.68,mothbeans
103.81,13.72,49.3,27.33,92.51,5.96,31.26,muskmelon
100.61,14.81,51.23,25.51,90.11,6.49,19.92,muskmelon
21.16,137.65,202.62,23.67,80.96,5.71,54.03,grapes
15.56,22.5,46.76,21.07,88.11,5.91,89.22,pomegranate
93.1,19.11,50.99,19.96,86.29,6.62,50.16,watermelon
78.99,52.87,38.59,22.66,79.49,6.45,185.7,jute
128.9,41.7,24.67,27.25,72.2,6.93,76.0,cotton
117.95,38.47,14.97,28.11,81.84,6.68,84.18,cotton
36.14,64.51,16.95,28.4,64.26,7.23,57.46,blackgram
15.85,11.9,33.39,22.04,86.61,6.68,94.1,pomegranate
22.5,71.43,17.63,19.25,28.82,5.55,54.41,kidneybeans
42.14,66.06,83.93,20.37,23.77,7.17,83.26,chickpea
46.29,63.6,53.73,33.63,89.68,6.85,130.73,papaya
37.95,61.47,77.93,17.38,18.34,7.39,93.96,chickpea
86.62,19.99,54.69,26.66,86.12,6.57,58.26,watermelon
111.02,20.26,52.23,31.81,90.05,6.87,20.17,muskmelon
84.39,45.41,25.64,26.6,63.19,6.37,74.53,maize
100.42,34.74,33.93,26.92,61.79,6.31,164.94,coffee
22.37,49.05,21.43,28.16,85.89,7.32,57.47,mungbean
45.81,62.36,80.19,19.95,17.5,7.06,90.01,chickpea
43.29,60.74,48.04,33.81,95.23,6.49,146.9,papaya
102.2,28.53,22.21,25.72,63.79,7.04,165.02,coffee
81.19,39.28,37.13,22.45,81.9,5.84,185.74,rice
110.56,20.36,42.9,28.45,93.47,6.49,21.85,muskmelon
81.3,40.23,36.74,25.14,83.9,5.39,203.73,rice
81.12,45.94,42.83,24.03,76.73,6.74,204.69,jute
117.5,47.44,17.93,23.43,75.83,6.93,72.11,cotton
23.81,61.89,21.89,27.46,52.23,5.06,148.51,pigeonpeas
40.04,65.81,19.31,28.98,55.48,7.61,69.55,blackgram
97.04,20.08,51.58,27.9,92.5,6.35,17.42,muskmelon
22.97,19.12,30.81,27.96,94.31,6.11,146.61,coconut
82.98,39.31,43.24,24.52,81.3,5.93,231.58,rice
22.56,19.18,13.03,22.19,90.66,6.58,109.52,orange
19.81,24.09,26.49,31.67,43.33,5.93,98.33,mango
16.18,36.27,24.37,28.4,56.57,6.21,84.74,mango
90.33,19.31,57.53,27.12,89.72,5.56,20.1,muskmelon
84.98,28.94,41.18,23.77,77.56,6.34,206.77,rice
25.2,128.29,210.17,25.62,94.43,5.83,111.02,apple
15.82,49.37,21.16,29.92,83.63,6.61,37.08,mungbean
43.36,71.24,42.98,35.9,92.86,6.35,144.14,papaya
96.36,83.47,52.85,28.42,84.71,6.12,88.49,banana
36.5,67.81,19.41,30.3,58.94,7.24,70.4,blackgram
100.77,20.59,46.14,30.0,90.44,6.05,29.09,muskmelon
19.39,152.4,181.7,24.58,93.31,5.66,134.55,apple
19.19,16.46,31.81,24.73,96.47,6.09,203.05,coconut
51.84,56.52,50.23,32.89,92.3,7.16,160.53,papaya
23.81,65.17,13.18,26.15,55.81,5.62,146.35,pigeonpeas
88.58,44.71,25.92,24.59,80.54,5.91,199.01,jute
23.0,145.95,201.42,21.61,88.04,5.81,115.86,apple
17.38,135.56,192.36,19.88,89.65,6.27,125.67,apple
74.76,44.11,20.78,20.04,67.04,5.99,70.29,maize
25.28,42.63,22.51,27.44,85.53,6.54,41.23,mungbean
22.05,136.32,199.53,23.86,90.68,5.63,114.86,apple
19.37,78.49,18.59,25.18,63.47,7.48,31.02,lentil
18.5,133.82,179.75,25.66,83.61,6.1,57.79,grapes
89.01,40.37,48.14,21.62,76.89,5.98,207.68,rice
95.28,16.42,55.25,23.78,87.39,6.5,48.58,watermelon
22.1,68.63,21.55,26.45,65.69,6.72,52.81,lentil
17.54,131.23,209.2,18.17,95.55,5.95,114.49,apple
25.83,132.85,193.45,21.3,85.26,6.18,61.93,grapes
36.26,54.88,83.42,19.47,15.16,7.02,85.16,chickpea
79.19,44.74,18.06,21.36,67.12,6.66,54.26,maize
101.3,90.97,42.12,27.79,76.79,5.85,95.36,banana
15.45,65.99,19.97,20.2,23.67,5.48,65.82,kidneybeans
23.81,18.04,5.35,25.01,95.15,7.01,125.88,orange
17.17,35.84,31.31,29.33,58.26,6.62,94.67,mango
104.9,24.75,25.91,25.45,54.53,6.83,122.59,coffee
48.17,52.36,47.49,35.51,93.38,6.64,156.25,papaya
16.14,139.61,220.2,24.79,77.74,5.96,57.81,grapes
20.35,134.66,201.59,20.79,75.56,6.09,70.35,grapes
21.39,13.28,28.31,26.56,93.53,6.46,181.81,coconut
108.44,46.52,18.42,27.34,81.99,6.35,67.35,cotton
72.82,44.06,46.78,22.93,85.01,6.11,187.1,rice
17.59,69.16,21.88,26.58,44.44,5.67,136.55,pigeonpeas
39.02,72.3,18.79,31.01,64.41,6.69,66.77,blackgram
32.71,65.45,75.24,18.64,20.02,6.44,81.15,chickpea
19.01,66.68,18.53,21.58,71.96,7.16,52.71,lentil
25.93,76.81,20.01,21.02,26.37,5.48,60.15,kidneybeans
14.74,141.96,192.59,21.7,89.33,5.8,111.06,apple
24.44,13.37,30.09,19.0,92.7,7.04,100.85,pomegranate
19.59,16.01,40.19,21.37,90.39,5.99,85.04,pomegranate
71.88,46.8,42.82,25.88,76.54,5.98,181.25,jute
91.95,17.97,44.82,26.29,91.45,5.98,22.62,muskmelon
15.8,70.79,25.48,29.39,49.42,5.4,137.3,pigeonpeas
78.82,41.49,38.69,24.31,78.29,7.3,167.07,jute
76.58,43.55,27.25,25.77,82.17,7.18,160.81,jute
26.4,33.11,33.03,30.49,33.79,6.09,94.98,mango
16.76,18.1,47.31,21.42,93.22,7.13,124.21,pomegranate
19.76,47.5,42.33,30.44,48.62,4.01,36.02,mothbeans
35.02,69.75,26.21,27.4,56.73,6.96,68.16,blackgram
80.68,43.31,47.93,21.76,88.4,5.41,196.96,rice
14.16,63.52,14.99,26.67,71.74,7.0,54.77,lentil
37.05,59.09,22.27,27.24,63.82,6.92,67.3,blackgram
16.96,36.14,47.36,24.34,46.86,3.0,49.31,mothbeans
16.18,127.98,199.51,23.71,84.02,5.68,71.61,grapes
101.32,14.57,44.87,20.87,88.67,6.38,51.26,watermelon
23.87,51.97,25.5,26.3,87.43,6.79,44.21,mungbean
112.17,38.58,25.71,24.21,78.83,6.78,64.87,cotton
49.85,58.2,44.06,34.39,94.05,6.64,150.02,papaya
98.74,18.71,48.38,20.6,88.81,6.56,46.96,watermelon
25.38,24.07,27.04,35.24,54.89,5.28,89.35,mango
112.44,75.31,39.56,29.21,70.9,5.94,142.41,banana
17.5,66.08,17.58,14.59,24.59,6.08,71.52,kidneybeans
20.14,50.26,13.47,28.96,82.83,6.85,40.3,mungbean
103.21,14.86,58.97,31.09,93.21,6.71,25.32,muskmelon
26.54,20.08,24.54,30.02,94.76,5.95,204.07,coconut
21.36,69.85,23.87,18.34,18.55,5.37,56.75,kidneybeans
16.11,17.9,40.17,17.56,86.5,6.37,116.86,pomegranate
42.25,67.41,19.15,25.23,69.73,7.04,72.28,blackgram
40.62,66.38,18.15,31.49,67.63,7.68,59.48,blackgram
110.03,11.43,47.46,20.75,85.09,6.58,62.73,watermelon
94.97,81.29,50.09,23.17,74.12,6.1,96.16,banana
17.73,16.64,44.45,20.79,89.4,7.12,125.47,pomegranate
102.49,31.52,29.72,27.57,54.69,6.36,159.62,coffee
47.36,55.36,53.84,32.16,93.7,6.76,145.32,papaya
91.91,48.92,43.38,27.35,80.07,6.94,187.93,jute
18.28,16.3,30.16,27.53,91.09,5.93,149.32,coconut
17.85,17.77,11.31,20.85,88.98,7.99,108.31,orange
26.55,19.11,33.42,28.09,93.28,5.46,171.38,coconut
93.68,14.87,50.65,22.87,86.26,6.75,54.27,watermelon
15.26,131.4,206.93,23.02,92.52,6.08,110.66,apple
52.35,60.47,49.02,35.08,90.09,6.45,146.93,papaya
96.21,22.02,45.5,25.97,88.48,6.17,22.48,muskmelon
105.59,17.02,47.21,29.99,93.06,6.07,25.25,muskmelon
117.35,43.55,19.67,25.47,85.47,6.99,71.09,cotton
22.74,129.36,212.19,24.37,81.16,6.23,65.25,grapes
87.04,42.37,50.75,22.99,84.33,6.48,159.32,jute
76.79,39.75,41.53,26.1,82.9,6.8,170.12,jute
25.25,131.9,209.36,21.65,79.93,6.49,69.68,grapes
17.55,60.85,17.57,23.4,62.21,6.73,36.22,lentil
81.53,41.69,37.94,22.51,80.7,6.12,191.58,rice
18.41,25.21,32.45,27.88,44.61,6.1,101.23,mango
17.69,71.06,18.92,23.57,64.29,6.72,42.25,lentil
21.15,136.87,213.27,20.67,90.29,5.44,117.19,apple
25.09,47.63,18.12,26.01,81.66,6.8,52.62,mungbean
15.45,14.43,29.26,28.01,91.98,5.67,184.19,coconut
87.43,32.03,37.0,23.01,82.14,5.86,212.46,rice
89.29,40.76,11.2,22.88,62.49,6.19,67.08,maize
16.28,24.98,29.71,34.78,51.19,5.75,97.21,mango
19.38,22.62,46.28,20.63,92.46,6.41,115.35,pomegranate
115.44,50.98,21.94,22.03,75.96,6.82,87.37,cotton
19.55,63.09,14.79,24.21,62.41,7.09,44.36,lentil
105.36,21.43,51.23,27.49,88.59,6.28,29.12,muskmelon
21.78,19.53,15.5,18.46,89.54,6.76,104.36,orange
15.88,141.51,230.07,23.1,86.69,5.92,55.28,grapes
12.67,39.74,52.49,31.72,52.48,3.13,66.77,mothbeans
97.7,31.16,32.76,25.73,66.35,6.43,147.69,coffee
18.66,69.82,15.92,18.95,20.3,5.77,61.3,kidneybeans
28.05,72.12,21.0,21.09,21.58,5.71,61.49,kidneybeans
108.68,82.23,47.1,26.51,79.33,6.18,121.5,banana
98.87,17.88,52.42,24.4,92.59,6.43,48.15,watermelon
14.99,66.34,23.25,25.55,63.21,6.99,40.2,lentil
27.29,66.71,20.53,22.7,65.48,6.83,41.72,lentil
100.77,28.26,32.79,23.51,53.77,7.07,148.06,coffee
21.9,66.99,17.64,25.82,52.17,5.97,126.81,pigeonpeas
52.54,61.53,46.71,34.35,90.3,6.71,150.96,papaya
48.5,54.27,55.87,30.24,91.34,6.69,146.24,papaya
22.21,15.99,10.55,21.5,93.14,6.8,121.92,orange
23.17,44.15,23.41,25.54,90.36,6.6,43.23,mungbean
78.29,48.2,17.19,20.67,57.99,7.02,47.56,maize
107.93,23.18,51.26,29.2,94.07,6.22,25.91,muskmelon
23.78,30.81,33.16,29.74,46.47,5.61,95.84,mango
89.79,32.85,37.8,23.13,86.32,5.57,223.26,rice
43.42,66.43,21.27,28.69,65.76,7.21,99.13,blackgram
69.85,47.65,39.21,22.57,78.96,5.5,216.46,rice
69.66,39.77,24.09,26.88,71.92,6.67,65.95,maize
23.6,134.26,202.34,23.95,82.53,5.76,82.99,grapes
15.67,73.86,23.49,22.37,56.72,6.99,40.62,lentil
87.07,57.04,40.63,27.0,80.17,6.39,201.58,jute
109.07,49.82,26.89,26.76,74.62,7.16,73.37,cotton
98.87,24.36,33.95,27.62,53.58,6.65,152.85,coffee
96.92,81.62,52.9,29.17,78.67,6.46,79.37,banana
20.94,19.06,28.93,31.88,47.4,5.68,103.46,mango
111.51,15.7,57.48,27.56,82.0,6.81,44.79,watermelon
24.61,14.5,7.84,23.57,93.42,7.23,132.67,orange
97.79,18.25,46.87,25.46,87.33,6.28,56.25,watermelon
18.81,51.56,46.6,28.39,46.65,3.59,43.34,mothbeans
17.86,69.56,27.74,29.63,47.76,5.65,144.65,pigeonpeas
122.76,48.26,22.01,19.95,73.79,7.2,64.95,cotton
102.27,53.47,13.56,22.82,83.63,7.09,68.92,cotton
13.89,136.48,185.62,20.41,89.62,5.66,114.66,apple
17.86,58.46,15.53,21.47,20.38,5.54,66.6,kidneybeans
122.39,49.69,16.63,26.78,77.47,7.32,84.42,cotton
19.25,30.36,26.7,30.01,39.95,5.6,113.08,mango
74.7,40.77,40.29,21.86,83.07,6.17,221.66,rice
15.01,120.95,190.11,23.62,95.16,6.07,127.69,apple
27.52,131.13,202.42,23.01,77.95,5.48,58.45,grapes
19.39,116.77,201.69,22.7,92.27,4.91,99.81,apple
39.85,70.88,14.82,29.95,62.88,7.22,68.31,blackgram
17.99,21.27,51.83,19.12,89.32,5.99,109.31,pomegranate
46.83,57.15,49.64,34.1,92.25,6.87,143.41,papaya
68.58,43.05,23.76,20.04,63.88,6.67,50.32,maize
21.15,21.44,25.32,23.85,91.76,6.26,206.61,coconut
20.92,27.41,31.23,31.19,56.21,6.04,80.42,mango
23.41,131.78,176.15,21.03,92.09,6.17,108.19,apple
29.27,126.7,207.88,26.87,76.87,5.9,80.42,grapes
22.65,13.84,9.61,22.92,91.13,7.14,116.66,orange
19.32,21.8,39.88,19.16,92.53,6.93,83.7,pomegranate
14.89,60.56,21.17,28.29,44.93,5.74,173.83,pigeonpeas
16.0,19.11,40.62,23.87,92.33,6.71,96.23,pomegranate
92.99,85.2,45.17,26.57,86.17,6.3,115.83,banana
99.9,75.28,49.66,26.9,80.64,6.2,92.53,banana
20.93,50.73,41.11,31.12,45.35,3.99,47.02,mothbeans
35.17,64.31,17.13,27.03,61.91,6.66,63.88,blackgram
25.24,45.92,23.75,31.27,89.94,6.27,45.97,mungbean
50.31,61.66,79.12,20.82,15.76,7.14,69.38,chickpea
43.45,63.58,17.91,29.97,66.75,7.03,72.36,blackgram
97.81,30.95,28.03,26.85,50.14,6.21,149.13,coffee
121.84,49.59,24.4,25.77,79.36,6.56,96.68,cotton
19.59,25.04,30.17,36.27,55.77,6.35,99.36,mango
46.87,51.86,45.46,34.91,94.15,6.78,158.0,papaya
17.35,14.15,11.3,18.79,89.11,7.01,109.73,orange
109.36,46.76,15.56,24.05,83.0,6.88,76.09,cotton
16.45,14.93,41.4,16.65,84.75,6.65,107.99,pomegranate
18.58,140.91,195.43,25.21,85.2,5.64,63.34,grapes
91.6,76.54,54.56,25.77,74.61,5.82,104.62,banana
80.96,48.92,16.57,23.4,62.12,6.54,85.6,maize
22.6,13.96,28.52,28.89,94.4,5.29,157.42,coconut
22.02,52.24,47.84,25.9,59.81,3.99,75.22,mothbeans
19.55,24.83,35.06,31.53,46.08,5.86,106.21,mango
19.12,21.67,23.39,32.93,52.72,6.13,104.21,mango
22.85,128.49,182.07,19.4,89.08,6.1,96.83,apple
103.41,17.59,53.87,25.9,91.32,6.23,27.28,muskmelon
18.87,66.18,18.45,19.02,62.89,7.19,39.95,lentil
19.32,13.3,42.29,21.21,87.71,6.47,102.28,pomegranate
99.71,71.57,50.11,29.42,77.6,6.12,115.22,banana
24.01,138.39,208.9,18.55,91.68,5.72,111.63,apple
23.03,20.15,10.76,19.32,93.08,7.47,126.44,orange
41.74,56.97,45.27,34.9,89.64,6.68,158.57,papaya
17.93,74.39,22.25,21.85,60.63,7.19,23.3,lentil
116.73,53.32,19.59,26.27,76.35,6.84,94.84,cotton
97.22,24.27,26.49,24.3,55.56,6.5,186.48,coffee
17.23,11.92,29.15,25.08,93.9,6.11,192.92,coconut
18.41,68.13,16.85,25.62,66.65,7.16,44.01,lentil
14.64,127.19,210.59,22.07,91.23,5.77,120.87,apple
104.8,15.08,49.22,29.37,90.72,6.13,27.96,muskmelon
36.54,63.7,16.7,31.07,71.17,6.88,77.08,blackgram
41.99,66.71,16.06,29.63,58.0,7.68,55.65,blackgram
23.9,69.58,23.91,29.04,42.48,5.6,138.3,pigeonpeas
44.85,69.14,75.77,21.55,12.42,7.28,90.01,chickpea
69.17,31.86,40.24,23.26,79.29,6.19,166.77,rice
126.19,50.11,21.79,26.23,79.63,6.34,79.28,cotton
21.8,57.65,15.35,27.43,46.5,5.34,155.83,pigeonpeas
23.28,66.83,21.82,17.97,20.21,5.64,57.53,kidneybeans
77.47,60.9,16.79,25.28,73.39,6.33,65.69,maize
100.98,79.49,45.05,24.88,77.14,6.34,97.07,banana
73.39,54.09,49.97,26.5,83.13,6.53,210.05,jute
16.59,16.68,6.16,20.5,93.33,7.78,115.73,orange
49.0,56.21,51.35,36.18,90.59,6.24,156.55,papaya
15.4,20.92,27.99,28.07,91.09,5.84,180.24,coconut
23.18,43.51,43.77,29.97,49.44,3.04,48.71,mothbeans
84.12,45.29,31.21,21.82,75.88,5.92,214.35,rice
16.61,144.92,224.65,27.09,79.99,5.65,58.34,grapes
15.31,73.31,26.01,22.28,66.67,6.68,53.33,lentil
51.6,56.54,53.75,30.63,91.5,6.88,157.11,papaya
36.42,57.67,78.59,17.76,20.54,7.19,69.76,chickpea
41.89,66.85,84.63,17.9,10.68,7.38,70.94,chickpea
17.24,128.52,192.41,20.81,89.44,5.46,105.05,apple
103.01,18.95,49.41,22.69,82.95,6.85,46.12,watermelon
92.73,45.16,32.4,22.52,85.8,5.79,208.88,rice
46.83,61.67,48.25,30.66,91.05,6.38,150.01,papaya
17.28,32.43,22.09,25.56,79.95,5.75,54.51,mungbean
80.97,41.83,38.0,28.78,78.38,6.46,196.07,jute
41.95,60.78,61.18,31.34,91.43,5.94,141.49,papaya
17.23,16.09,37.17,25.74,87.45,7.43,112.25,pomegranate
24.72,140.33,195.58,19.64,92.87,6.13,124.06,apple
76.89,42.96,41.56,25.94,81.76,6.65,139.81,jute
37.48,66.25,15.94,27.74,67.55,6.62,63.85,blackgram
76.19,46.06,20.68,22.32,65.02,6.63,71.91,maize
13.98,18.41,38.37,19.31,89.16,6.85,113.33,pomegranate
29.13,63.91,13.86,24.24,51.56,5.14,144.42,pigeonpeas
100.67,13.91,51.13,24.56,94.09,6.31,22.4,muskmelon
7.32,48.05,18.05,31.19,86.06,6.24,47.6,mungbean
41.12,61.01,23.34,30.42,66.99,7.0,62.82,blackgram
71.69,42.54,42.88,26.88,84.88,6.48,185.73,jute
22.92,17.62,32.45,26.83,93.36,5.95,195.82,coconut
44.45,61.39,15.93,30.14,71.14,7.15,70.48,blackgram
100.9,42.26,11.86,26.33,79.9,6.23,83.76,cotton
92.31,15.23,56.23,24.9,86.13,6.47,40.54,watermelon
9.01,64.5,17.9,30.78,46.07,5.81,152.12,pigeonpeas
96.0,85.26,48.6,26.61,81.64,5.82,122.92,banana
25.53,128.56,201.18,22.59,92.75,5.72,130.38,apple
20.26,129.19,208.36,21.88,90.25,5.52,97.27,apple
14.09,70.26,17.93,24.06,67.49,6.53,39.52,lentil
45.4,60.21,53.02,37.02,91.69,6.54,148.6,papaya
21.98,48.92,18.36,30.01,82.62,6.94,49.24,mungbean
78.17,48.15,23.75,20.97,65.48,6.36,55.66,maize
25.18,63.41,22.98,27.61,47.68,5.73,153.78,pigeonpeas
104.66,32.33,35.46,25.61,54.17,6.19,170.63,coffee
13.96,15.97,12.93,23.17,92.11,7.14,109.67,orange
17.2,20.05,37.89,23.95,86.6,6.37,115.25,pomegranate
21.11,47.04,13.72,30.71,84.17,6.75,35.5,mungbean
91.99,33.89,23.32,26.83,50.41,6.88,182.93,coffee
88.07,47.97,37.44,22.01,81.62,6.02,221.88,rice
21.68,60.1,22.73,28.46,57.4,7.13,45.01,lentil
24.18,9.85,31.24,27.44,97.34,5.44,203.03,coconut
109.33,28.79,30.38,27.36,57.52,6.93,165.26,coffee
52.94,61.0,21.8,29.18,69.92,6.56,55.37,blackgram
26.12,70.32,16.3,24.8,46.36,5.64,157.44,pigeonpeas
23.09,125.11,207.52,23.9,78.03,6.67,73.76,grapes
85.93,15.73,51.99,24.07,84.08,6.84,50.85,watermelon
17.07,9.92,11.21,22.5,92.07,6.81,109.59,orange
78.21,40.46,30.06,22.78,83.07,6.44,189.63,rice
19.29,59.26,18.04,18.43,19.98,5.63,64.38,kidneybeans
36.79,69.16,83.0,19.51,19.57,7.21,83.51,chickpea
95.07,28.78,28.97,24.0,59.01,7.01,160.91,coffee
90.55,75.09,62.67,25.28,78.71,5.89,99.94,banana
14.59,27.6,29.31,31.17,49.92,6.78,81.7,mango
112.94,13.08,51.37,31.13,93.2,6.35,20.16,muskmelon
21.72,11.64,8.01,21.76,94.73,6.99,115.4,orange
79.53,41.76,37.08,25.21,77.49,6.37,196.63,jute
79.61,50.27,39.47,24.46,86.65,6.86,201.12,jute
100.24,14.44,47.72,25.18,92.15,6.62,19.51,muskmelon
23.48,41.07,22.35,29.24,80.27,6.63,44.25,mungbean
111.63,41.87,22.04,23.55,79.68,6.98,82.65,cotton
23.01,129.3,212.07,22.76,87.32,5.89,110.13,apple
104.18,26.14,26.75,24.21,50.49,6.71,166.75,coffee
19.94,46.69,20.96,28.17,88.39,6.88,39.6,mungbean
19.81,65.77,25.16,22.37,74.53,6.91,34.0,lentil
98.3,19.89,45.07,26.45,89.98,6.33,19.56,muskmelon
80.97,48.75,21.46,26.81,64.71,6.56,70.51,maize
18.42,68.37,21.91,25.93,66.47,6.79,50.93,lentil
20.82,14.68,31.13,30.16,94.48,6.55,158.84,coconut
40.11,76.51,78.7,16.58,11.46,6.46,64.16,chickpea
24.39,64.61,16.55,20.39,19.43,6.02,71.17,kidneybeans
102.98,30.52,28.49,25.57,57.81,6.73,151.99,coffee
98.19,90.62,45.78,24.89,79.73,5.98,114.24,banana
16.84,41.1,50.41,25.3,50.92,3.51,50.89,mothbeans
99.8,16.67,54.13,24.79,79.73,6.42,42.22,watermelon
96.9,70.39,49.1,22.27,81.42,5.71,106.96,banana
52.86,55.75,21.43,28.89,63.07,6.81,58.91,blackgram
111.55,26.37,31.36,24.8,51.55,6.92,138.58,coffee
24.88,57.24,20.57,24.36,51.8,5.67,156.29,pigeonpeas
80.72,46.95,43.1,27.42,78.84,6.44,189.9,jute
41.09,69.38,12.01,28.92,64.73,7.08,79.93,blackgram
24.11,135.56,198.34,23.25,90.47,6.27,73.13,grapes
26.77,128.21,189.57,25.23,80.9,6.25,59.94,grapes
46.29,49.34,48.35,30.03,90.26,6.24,151.76,papaya
20.59,21.33,27.43,30.08,44.91,6.26,103.1,mango
20.85,48.91,42.84,28.82,55.75,3.63,43.39,mothbeans
81.76,36.43,49.33,23.47,78.43,6.2,180.51,rice
18.03,74.22,14.97,20.63,19.88,5.62,72.9,kidneybeans
22.39,144.32,222.1,23.71,82.04,5.7,67.53,grapes
97.8,16.8,41.45,25.78,84.73,6.98,42.48,watermelon
20.78,14.83,12.48,23.92,88.65,6.83,99.73,orange
109.2,47.75,32.14,25.39,90.94,7.07,73.7,cotton
16.14,62.21,21.38,18.9,21.13,5.47,62.7,kidneybeans
8.67,64.74,22.21,30.4,45.68,5.58,167.31,pigeonpeas
21.8,77.43,15.94,27.28,50.08,5.68,135.27,pigeonpeas
49.27,73.11,81.91,17.55,13.12,6.89,90.89,chickpea
18.19,20.72,40.36,26.12,85.68,6.55,105.48,pomegranate
22.16,144.64,180.36,27.87,81.41,5.97,67.02,grapes
26.03,18.74,30.15,27.26,90.99,5.73,184.31,coconut
116.48,85.35,49.06,27.69,84.97,5.77,97.18,banana
15.53,21.57,39.27,17.56,85.8,6.63,93.04,pomegranate
86.76,38.66,34.47,25.57,82.18,6.0,199.52,rice
97.84,81.84,61.72,28.37,86.14,6.18,96.46,banana
97.89,77.35,46.38,27.0,75.76,5.85,98.81,banana
107.56,78.68,38.76,31.09,76.01,5.68,118.24,banana
112.89,39.22,19.28,22.36,75.78,6.68,104.85,cotton
101.19,18.72,56.99,27.38,83.38,6.47,55.37,watermelon
15.02,48.16,17.57,25.97,81.98,6.73,42.55,mungbean
22.43,32.87,29.88,36.2,41.38,6.21,106.67,mango
23.74,21.49,46.75,22.05,90.96,7.0,125.72,pomegranate
